id,hostname,ip,os,cpu,ram_gb,disk_gb,status,uptime_days
1137,server-1137,192.168.24.55,CentOS 8,4,32,500,online,201
1138,server-1138,192.168.157.11,Windows Server 2022,16,32,2000,online,123
1139,server-1139,192.168.61.229,Ubuntu 22.04,32,16,1000,offline,180
1140,server-1140,192.168.234.83,Windows Server 2022,32,4,1000,offline,94
1141,server-1141,192.168.254.214,Debian 12,32,4,2000,offline,47
1142,server-1142,192.168.38.39,Ubuntu 22.04,16,8,1000,online,350
1143,server-1143,192.168.253.80,Debian 12,16,32,2000,offline,78
1144,server-1144,192.168.99.71,Debian 12,4,4,500,maintenance,34
1145,server-1145,192.168.192.213,Windows Server 2022,16,64,1000,online,168
1146,server-1146,192.168.164.250,CentOS 8,4,8,1000,offline,36
1147,server-1147,192.168.208.122,Ubuntu 22.04,32,32,100,online,89
1148,server-1148,192.168.37.74,Debian 12,32,32,2000,maintenance,146
1149,server-1149,192.168.162.243,Debian 12,32,64,2000,online,49
1150,server-1150,192.168.61.149,CentOS 8,4,8,2000,online,31
1151,server-1151,192.168.178.194,Windows Server 2022,8,64,100,maintenance,211
1152,server-1152,192.168.98.129,CentOS 8,4,64,100,online,290
1153,server-1153,192.168.7.118,Windows Server 2022,2,64,100,online,53
1154,server-1154,192.168.134.180,Windows Server 2022,16,8,1000,offline,357
1155,server-1155,192.168.47.214,Windows Server 2022,32,16,100,offline,353
1156,server-1156,192.168.165.2,Ubuntu 22.04,4,16,2000,online,365
1157,server-1157,192.168.240.71,Ubuntu 22.04,2,64,100,offline,248
1158,server-1158,192.168.239.188,Ubuntu 22.04,16,4,500,online,219
1159,server-1159,192.168.197.160,Windows Server 2022,16,32,2000,offline,60
1160,server-1160,192.168.169.233,Ubuntu 22.04,2,32,100,maintenance,329
1161,server-1161,192.168.95.154,Debian 12,2,8,1000,maintenance,273
1162,server-1162,192.168.79.81,CentOS 8,8,16,100,offline,300
1163,server-1163,192.168.207.86,Debian 12,16,8,2000,online,27
1164,server-1164,192.168.170.181,Windows Server 2022,8,32,500,online,271
1165,server-1165,192.168.234.96,Ubuntu 22.04,2,32,100,offline,266
1166,server-1166,192.168.180.217,CentOS 8,4,64,2000,offline,82
1167,server-1167,192.168.128.121,Ubuntu 22.04,2,4,100,offline,325
1168,server-1168,192.168.217.252,Ubuntu 22.04,4,4,100,online,165
1169,server-1169,192.168.97.151,Windows Server 2022,2,32,100,online,209
1170,server-1170,192.168.198.6,Debian 12,32,8,100,online,281
1171,server-1171,192.168.164.177,CentOS 8,4,32,500,maintenance,76
1172,server-1172,192.168.227.82,Debian 12,8,4,100,online,132
1173,server-1173,192.168.211.35,Ubuntu 22.04,32,8,100,offline,160
1174,server-1174,192.168.138.211,Ubuntu 22.04,32,64,1000,online,349
1175,server-1175,192.168.132.33,Windows Server 2022,4,4,1000,maintenance,329
1176,server-1176,192.168.155.124,Windows Server 2022,4,8,500,maintenance,94
1177,server-1177,192.168.229.7,Windows Server 2022,8,4,500,offline,93
1178,server-1178,192.168.176.212,Ubuntu 22.04,8,32,100,maintenance,321
1179,server-1179,192.168.69.10,Debian 12,8,8,100,maintenance,320
1180,server-1180,192.168.251.239,Windows Server 2022,8,8,2000,maintenance,346
1181,server-1181,192.168.246.135,Debian 12,4,16,100,offline,321
1182,server-1182,192.168.173.192,CentOS 8,2,8,1000,maintenance,223
1183,server-1183,192.168.252.61,Debian 12,4,4,100,online,224
1184,server-1184,192.168.12.231,Windows Server 2022,2,4,1000,maintenance,308
1185,server-1185,192.168.198.96,Debian 12,16,16,1000,maintenance,226
1186,server-1186,192.168.35.95,Ubuntu 22.04,2,16,2000,maintenance,196
1187,server-1187,192.168.77.214,Ubuntu 22.04,16,4,500,online,311
1188,server-1188,192.168.59.151,Ubuntu 22.04,32,64,100,maintenance,10
1189,server-1189,192.168.199.182,Windows Server 2022,32,16,2000,online,163
1190,server-1190,192.168.217.4,Debian 12,32,32,1000,offline,122
1191,server-1191,192.168.222.18,CentOS 8,4,16,2000,online,167
1192,server-1192,192.168.129.222,Debian 12,16,4,500,online,201
1193,server-1193,192.168.147.60,Ubuntu 22.04,16,16,1000,online,66
1194,server-1194,192.168.22.175,CentOS 8,4,64,1000,online,199
1195,server-1195,192.168.24.79,CentOS 8,32,32,100,online,30
1196,server-1196,192.168.52.19,Windows Server 2022,32,16,100,offline,97
1197,server-1197,192.168.225.121,CentOS 8,2,32,500,online,208
1198,server-1198,192.168.244.138,Debian 12,4,64,2000,online,103
1199,server-1199,192.168.183.94,CentOS 8,16,16,500,maintenance,242
1200,server-1200,192.168.228.230,CentOS 8,4,8,2000,maintenance,62
1201,server-1201,192.168.57.28,CentOS 8,4,4,100,online,24
1202,server-1202,192.168.135.243,Ubuntu 22.04,32,64,100,online,48
1203,server-1203,192.168.10.73,CentOS 8,8,4,500,maintenance,61
1204,server-1204,192.168.236.44,Debian 12,32,64,2000,online,199
1205,server-1205,192.168.200.70,CentOS 8,2,4,500,offline,324
1206,server-1206,192.168.234.167,CentOS 8,16,64,2000,offline,293
1207,server-1207,192.168.32.175,Debian 12,4,32,2000,online,300
1208,server-1208,192.168.229.201,Debian 12,8,4,500,online,250
1209,server-1209,192.168.167.120,Windows Server 2022,2,4,500,online,226
1210,server-1210,192.168.56.117,Ubuntu 22.04,2,64,2000,online,277
1211,server-1211,192.168.166.105,Ubuntu 22.04,16,64,500,maintenance,220
1212,server-1212,192.168.52.122,Windows Server 2022,4,8,100,offline,315
1213,server-1213,192.168.112.117,CentOS 8,8,8,500,offline,317
1214,server-1214,192.168.179.212,CentOS 8,16,4,500,offline,329
1215,server-1215,192.168.115.203,CentOS 8,4,32,2000,online,125
1216,server-1216,192.168.13.138,Ubuntu 22.04,16,4,1000,online,124
1217,server-1217,192.168.190.209,CentOS 8,16,8,1000,maintenance,101
1218,server-1218,192.168.161.132,Debian 12,8,8,100,maintenance,191
1219,server-1219,192.168.111.245,Ubuntu 22.04,16,64,100,offline,237
1220,server-1220,192.168.163.195,Windows Server 2022,8,64,100,maintenance,354
1221,server-1221,192.168.39.133,CentOS 8,32,64,1000,online,110
1222,server-1222,192.168.217.217,Ubuntu 22.04,2,64,2000,maintenance,184
1223,server-1223,192.168.71.144,Windows Server 2022,4,4,2000,online,59
1224,server-1224,192.168.235.219,Windows Server 2022,4,32,100,maintenance,236
1225,server-1225,192.168.97.235,Debian 12,2,64,1000,online,280
1226,server-1226,192.168.38.22,Windows Server 2022,8,8,500,offline,11
1227,server-1227,192.168.174.204,Debian 12,2,8,2000,online,126
1228,server-1228,192.168.172.99,Windows Server 2022,16,64,100,online,238
1229,server-1229,192.168.42.200,Debian 12,16,4,1000,maintenance,161
1230,server-1230,192.168.255.83,Windows Server 2022,16,4,100,offline,286
1231,server-1231,192.168.161.90,Debian 12,16,16,500,online,348
1232,server-1232,192.168.201.10,Debian 12,32,16,1000,online,298
1233,server-1233,192.168.14.43,Windows Server 2022,8,16,100,online,323
1234,server-1234,192.168.209.138,CentOS 8,16,32,1000,online,12
1235,server-1235,192.168.164.83,Debian 12,16,32,2000,online,108
1236,server-1236,192.168.254.160,Windows Server 2022,8,4,100,offline,235
1237,server-1237,192.168.241.207,CentOS 8,2,8,2000,maintenance,32
1238,server-1238,192.168.214.218,Windows Server 2022,8,64,100,online,208
1239,server-1239,192.168.160.48,CentOS 8,4,32,500,online,129
1240,server-1240,192.168.140.139,Windows Server 2022,4,16,2000,maintenance,260
1241,server-1241,192.168.224.254,Debian 12,2,4,1000,online,127
1242,server-1242,192.168.107.239,Windows Server 2022,8,32,100,offline,81
1243,server-1243,192.168.41.86,Debian 12,4,16,2000,online,183
1244,server-1244,192.168.48.114,Debian 12,32,64,2000,offline,110
1245,server-1245,192.168.163.93,Windows Server 2022,16,32,500,offline,287
1246,server-1246,192.168.120.213,Windows Server 2022,8,32,500,online,220
1247,server-1247,192.168.74.204,CentOS 8,2,8,100,offline,167
1248,server-1248,192.168.82.188,Ubuntu 22.04,4,64,1000,online,211
1249,server-1249,192.168.242.62,Windows Server 2022,2,16,1000,maintenance,121
1250,server-1250,192.168.201.42,Windows Server 2022,4,64,500,maintenance,43
1251,server-1251,192.168.10.140,Debian 12,2,4,100,maintenance,54
1252,server-1252,192.168.91.62,Debian 12,8,16,2000,online,128
1253,server-1253,192.168.206.206,Debian 12,4,32,100,online,43
1254,server-1254,192.168.10.14,Windows Server 2022,4,4,1000,online,129
1255,server-1255,192.168.24.122,CentOS 8,32,8,500,offline,277
1256,server-1256,192.168.239.29,Windows Server 2022,4,16,500,online,190
1257,server-1257,192.168.174.142,CentOS 8,32,16,2000,offline,48
1258,server-1258,192.168.10.138,Windows Server 2022,2,64,1000,maintenance,252
1259,server-1259,192.168.162.110,Ubuntu 22.04,8,32,2000,maintenance,114
1260,server-1260,192.168.145.23,Debian 12,32,8,500,maintenance,353
1261,server-1261,192.168.47.156,Windows Server 2022,8,4,100,online,4
1262,server-1262,192.168.187.217,Debian 12,8,4,100,offline,9
1263,server-1263,192.168.72.115,Debian 12,8,16,2000,offline,158
1264,server-1264,192.168.115.11,Windows Server 2022,8,32,2000,offline,201
1265,server-1265,192.168.196.245,Windows Server 2022,16,4,100,offline,22
1266,server-1266,192.168.217.135,Windows Server 2022,4,32,2000,online,242
1267,server-1267,192.168.89.128,Ubuntu 22.04,8,64,2000,offline,320
1268,server-1268,192.168.165.159,CentOS 8,32,32,1000,offline,67
1269,server-1269,192.168.118.248,Ubuntu 22.04,8,4,2000,online,98
1270,server-1270,192.168.97.55,Ubuntu 22.04,16,8,1000,online,119
1271,server-1271,192.168.122.254,Debian 12,2,8,1000,maintenance,232
1272,server-1272,192.168.9.62,Debian 12,4,4,1000,maintenance,116
1273,server-1273,192.168.43.36,Windows Server 2022,8,4,1000,online,301
1274,server-1274,192.168.234.5,Debian 12,2,32,1000,offline,290
1275,server-1275,192.168.108.65,CentOS 8,16,64,1000,offline,73
1276,server-1276,192.168.124.71,Debian 12,4,16,100,online,303
1277,server-1277,192.168.86.65,Windows Server 2022,2,4,500,offline,94
1278,server-1278,192.168.82.69,Windows Server 2022,4,4,1000,maintenance,120
1279,server-1279,192.168.179.133,Ubuntu 22.04,4,64,1000,online,140
1280,server-1280,192.168.109.100,Debian 12,2,16,1000,online,288
1281,server-1281,192.168.194.144,Ubuntu 22.04,8,32,500,maintenance,142
1282,server-1282,192.168.16.102,Windows Server 2022,8,8,500,online,181
1283,server-1283,192.168.19.100,Ubuntu 22.04,4,64,1000,online,33
1284,server-1284,192.168.194.197,Debian 12,2,64,1000,online,256
1285,server-1285,192.168.12.116,Debian 12,8,64,1000,maintenance,141
1286,server-1286,192.168.231.222,Windows Server 2022,16,16,1000,online,112
1287,server-1287,192.168.124.76,CentOS 8,16,64,2000,offline,106
1288,server-1288,192.168.249.242,Debian 12,16,16,2000,online,145
1289,server-1289,192.168.188.204,CentOS 8,32,8,2000,maintenance,251
1290,server-1290,192.168.9.219,Ubuntu 22.04,16,16,2000,online,275
1291,server-1291,192.168.234.74,CentOS 8,32,64,2000,maintenance,115
1292,server-1292,192.168.187.124,Ubuntu 22.04,32,16,500,online,246
1293,server-1293,192.168.3.80,Windows Server 2022,8,8,100,offline,262
1294,server-1294,192.168.201.176,Windows Server 2022,32,4,100,offline,97
1295,server-1295,192.168.212.54,CentOS 8,8,16,500,maintenance,170
1296,server-1296,192.168.158.127,CentOS 8,4,4,100,maintenance,14
1297,server-1297,192.168.43.92,CentOS 8,8,32,100,online,360
1298,server-1298,192.168.222.51,Debian 12,16,8,2000,online,329
1299,server-1299,192.168.143.27,Debian 12,4,16,2000,maintenance,10
1300,server-1300,192.168.29.140,Debian 12,16,16,500,maintenance,212
1301,server-1301,192.168.128.17,Ubuntu 22.04,16,16,1000,offline,238
1302,server-1302,192.168.25.231,CentOS 8,16,32,100,offline,356
1303,server-1303,192.168.156.51,Windows Server 2022,2,16,1000,offline,96
1304,server-1304,192.168.219.82,Windows Server 2022,16,32,100,maintenance,325
1305,server-1305,192.168.24.39,Debian 12,2,4,1000,maintenance,187
1306,server-1306,192.168.137.135,Windows Server 2022,8,8,500,offline,323
1307,server-1307,192.168.206.26,CentOS 8,4,16,2000,maintenance,167
1308,server-1308,192.168.2.209,Debian 12,4,8,1000,offline,1
1309,server-1309,192.168.237.146,Windows Server 2022,16,16,500,offline,279
1310,server-1310,192.168.69.52,Debian 12,2,32,2000,maintenance,176
1311,server-1311,192.168.102.186,Windows Server 2022,32,8,2000,maintenance,27
1312,server-1312,192.168.87.218,Windows Server 2022,2,16,100,online,184
1313,server-1313,192.168.1.223,Debian 12,2,32,100,online,160
1314,server-1314,192.168.162.199,CentOS 8,32,4,1000,offline,220
1315,server-1315,192.168.46.198,Windows Server 2022,16,32,500,maintenance,173
1316,server-1316,192.168.248.35,Ubuntu 22.04,32,32,100,maintenance,104
1317,server-1317,192.168.73.48,Debian 12,32,16,1000,maintenance,348
1318,server-1318,192.168.30.23,CentOS 8,4,64,2000,maintenance,233
1319,server-1319,192.168.13.140,CentOS 8,32,64,500,offline,227
1320,server-1320,192.168.208.252,Windows Server 2022,2,8,1000,maintenance,159
1321,server-1321,192.168.135.134,CentOS 8,2,16,2000,offline,54
1322,server-1322,192.168.67.3,Debian 12,8,8,2000,offline,158
1323,server-1323,192.168.169.191,Windows Server 2022,4,16,1000,online,75
1324,server-1324,192.168.69.122,Debian 12,32,4,1000,maintenance,216
1325,server-1325,192.168.221.119,Windows Server 2022,16,32,2000,maintenance,59
1326,server-1326,192.168.172.210,CentOS 8,4,16,100,maintenance,12
1327,server-1327,192.168.185.23,Debian 12,16,8,100,offline,247
1328,server-1328,192.168.9.49,Debian 12,4,16,1000,maintenance,82
1329,server-1329,192.168.252.144,Ubuntu 22.04,8,32,2000,maintenance,305
1330,server-1330,192.168.94.228,CentOS 8,4,8,100,online,346
1331,server-1331,192.168.54.190,Windows Server 2022,2,8,2000,online,314
1332,server-1332,192.168.44.86,Windows Server 2022,4,64,500,online,57
1333,server-1333,192.168.179.2,Ubuntu 22.04,2,16,2000,online,277
1334,server-1334,192.168.180.209,Ubuntu 22.04,2,64,1000,online,197
1335,server-1335,192.168.236.222,Debian 12,32,16,100,online,52
1336,server-1336,192.168.235.189,Debian 12,8,8,500,offline,221
1337,server-1337,192.168.137.185,Debian 12,4,16,500,offline,209
1338,server-1338,192.168.207.130,Windows Server 2022,16,32,2000,maintenance,307
1339,server-1339,192.168.174.73,Ubuntu 22.04,8,64,100,online,124
1340,server-1340,192.168.11.28,Debian 12,2,32,2000,online,160
1341,server-1341,192.168.101.226,Ubuntu 22.04,32,8,500,offline,21
1342,server-1342,192.168.159.186,CentOS 8,2,64,1000,maintenance,144
1343,server-1343,192.168.122.99,Ubuntu 22.04,8,4,100,online,19
1344,server-1344,192.168.129.181,Debian 12,8,8,1000,online,172
1345,server-1345,192.168.85.139,Windows Server 2022,2,64,1000,offline,336
1346,server-1346,192.168.247.67,Windows Server 2022,4,32,500,online,172
1347,server-1347,192.168.219.48,Ubuntu 22.04,4,16,2000,offline,329
1348,server-1348,192.168.237.121,Debian 12,4,64,2000,offline,148
1349,server-1349,192.168.168.161,CentOS 8,2,16,2000,online,127
1350,server-1350,192.168.5.30,Ubuntu 22.04,16,8,1000,maintenance,53
1351,server-1351,192.168.8.231,Windows Server 2022,16,32,500,offline,21
1352,server-1352,192.168.221.82,CentOS 8,8,16,500,maintenance,82
1353,server-1353,192.168.118.224,Ubuntu 22.04,4,4,100,maintenance,86
1354,server-1354,192.168.9.104,Windows Server 2022,32,64,1000,online,331
1355,server-1355,192.168.74.164,CentOS 8,2,8,500,offline,360
1356,server-1356,192.168.184.36,Windows Server 2022,4,64,500,offline,347
1357,server-1357,192.168.131.128,CentOS 8,16,64,2000,offline,198
1358,server-1358,192.168.245.137,CentOS 8,16,4,1000,maintenance,364
1359,server-1359,192.168.6.64,Windows Server 2022,16,16,2000,maintenance,237
1360,server-1360,192.168.113.134,Ubuntu 22.04,32,32,1000,offline,63
1361,server-1361,192.168.16.10,Debian 12,16,32,100,online,10
1362,server-1362,192.168.15.79,CentOS 8,32,16,1000,offline,38
1363,server-1363,192.168.135.105,Windows Server 2022,16,4,100,maintenance,71
1364,server-1364,192.168.11.185,Ubuntu 22.04,2,16,500,maintenance,251
1365,server-1365,192.168.22.142,Debian 12,16,8,1000,offline,261
1366,server-1366,192.168.40.8,Debian 12,8,8,100,online,62
1367,server-1367,192.168.188.88,CentOS 8,4,8,100,online,282
1368,server-1368,192.168.108.31,Debian 12,8,32,1000,online,196
1369,server-1369,192.168.26.81,Windows Server 2022,4,4,500,offline,23
1370,server-1370,192.168.7.232,Debian 12,2,8,100,online,112
1371,server-1371,192.168.179.155,CentOS 8,16,4,500,maintenance,67
1372,server-1372,192.168.36.45,Debian 12,8,16,2000,online,194
1373,server-1373,192.168.255.160,Ubuntu 22.04,32,64,100,maintenance,72
1374,server-1374,192.168.18.60,Windows Server 2022,8,32,100,offline,100
1375,server-1375,192.168.101.182,Ubuntu 22.04,16,4,100,online,334
1376,server-1376,192.168.70.251,Debian 12,8,16,1000,maintenance,247
1377,server-1377,192.168.159.196,Windows Server 2022,16,4,1000,online,31
1378,server-1378,192.168.8.215,Ubuntu 22.04,16,8,500,online,312
1379,server-1379,192.168.96.44,CentOS 8,4,16,2000,maintenance,95
1380,server-1380,192.168.49.123,CentOS 8,8,8,500,online,337
1381,server-1381,192.168.132.105,Ubuntu 22.04,32,8,100,online,93
1382,server-1382,192.168.24.120,Ubuntu 22.04,8,16,2000,online,38
1383,server-1383,192.168.215.15,Debian 12,4,4,500,maintenance,40
1384,server-1384,192.168.46.217,CentOS 8,2,16,500,maintenance,31
1385,server-1385,192.168.22.5,Windows Server 2022,2,64,100,offline,250
1386,server-1386,192.168.1.169,Ubuntu 22.04,32,16,500,maintenance,132
1387,server-1387,192.168.61.132,Debian 12,16,64,1000,online,313
1388,server-1388,192.168.171.37,Debian 12,4,8,500,maintenance,82
1389,server-1389,192.168.45.139,CentOS 8,4,4,1000,online,66
1390,server-1390,192.168.24.222,Windows Server 2022,16,64,100,offline,28
1391,server-1391,192.168.68.28,Windows Server 2022,4,64,1000,offline,306
1392,server-1392,192.168.78.227,Windows Server 2022,16,16,1000,maintenance,330
1393,server-1393,192.168.199.215,Windows Server 2022,2,4,2000,maintenance,72
1394,server-1394,192.168.58.39,CentOS 8,16,64,1000,maintenance,243
1395,server-1395,192.168.181.240,Debian 12,16,16,100,maintenance,15
1396,server-1396,192.168.95.133,Ubuntu 22.04,16,32,1000,offline,182
1397,server-1397,192.168.104.122,CentOS 8,8,32,100,offline,173
1398,server-1398,192.168.85.108,Debian 12,2,8,500,maintenance,114
1399,server-1399,192.168.226.28,Windows Server 2022,32,64,500,online,11
1400,server-1400,192.168.239.146,Ubuntu 22.04,8,64,100,maintenance,15
1401,server-1401,192.168.96.96,CentOS 8,4,16,500,maintenance,362
1402,server-1402,192.168.80.200,Debian 12,2,4,1000,offline,76
1403,server-1403,192.168.25.45,Ubuntu 22.04,16,8,1000,online,284
1404,server-1404,192.168.253.91,CentOS 8,2,8,2000,maintenance,186
1405,server-1405,192.168.91.139,Ubuntu 22.04,8,8,100,online,133
1406,server-1406,192.168.74.110,Ubuntu 22.04,8,16,1000,offline,72
1407,server-1407,192.168.18.173,Windows Server 2022,32,32,1000,online,166
1408,server-1408,192.168.208.216,CentOS 8,4,8,100,online,40
1409,server-1409,192.168.25.42,Windows Server 2022,16,32,2000,online,3
1410,server-1410,192.168.247.172,Windows Server 2022,2,32,100,online,158
1411,server-1411,192.168.53.18,Windows Server 2022,8,32,500,maintenance,86
1412,server-1412,192.168.231.96,Debian 12,16,16,500,maintenance,282
1413,server-1413,192.168.222.175,Ubuntu 22.04,8,8,1000,online,327
1414,server-1414,192.168.230.182,Debian 12,16,64,1000,online,300
1415,server-1415,192.168.45.111,Ubuntu 22.04,8,32,1000,online,233
1416,server-1416,192.168.1.49,Ubuntu 22.04,2,8,1000,maintenance,271
